orf_name,name,chr,start,stop,length,strand,orf_class,ontology,TSS,PAS,half_life,coverage
YOR209C,NPT1,15,736437,737726,1290,-,Verified,"GO:0000183,GO:0001302,GO:0004516,GO:0005634,GO:0006348,GO:0019358",737878,736277.0,23.27,0.943
YOR211C,MGM1,15,738924,741569,2646,-,Verified,"GO:0000002,GO:0003924,GO:0005739,GO:0005758,GO:0007005,GO:0008053,GO:0030061,GO:0031304,GO:0031314",741761,738846.0,21.723333333299998,0.953
YOR212W,STE4,15,742910,744181,1272,+,Verified,"GO:0000750,GO:0001403,GO:0004871,GO:0005834,GO:0005886,GO:0005937,GO:0010525,GO:0031684",742791,744364.0,16.2666666667,0.9925
YOR213C,SAS5,15,744535,745281,747,-,Verified,"GO:0000784,GO:0000790,GO:0004402,GO:0006348,GO:0016407,GO:0033255",745374,744203.0,11.35,0.9405
YOR215C,AIM41,15,746725,747282,558,-,Verified,"GO:0003674,GO:0005739,GO:0008150",747291,746584.0,29.75,0.948
YOR216C,RUD3,15,747525,748979,1455,-,Verified,"GO:0003674,GO:0005794,GO:0006888",749032,747355.0,11.07,0.9225
YOR217W,RFC1,15,749301,751886,2586,+,Verified,"GO:0000278,GO:0003689,GO:0005663,GO:0006272,GO:0006281,GO:0006298",749185,752115.0,20.956666666700002,0.9235
YOR219C,STE13,15,752214,755009,2796,-,Verified,"GO:0004177,GO:0005802,GO:0007323",755066,751908.0,24.11,0.967
YOR220W,RCN2,15,755328,756125,798,+,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",755305,756294.0,26.453333333299998,0.968
YOR221C,MCT1,15,756476,757558,1083,-,Verified,"GO:0004314,GO:0005739,GO:0006631,GO:0009060",757611,756308.0,33.05,0.9475
YOR222W,ODC2,15,758330,759253,924,+,Verified,"GO:0005310,GO:0005739,GO:0005743,GO:0006839",757831,759288.0,30.3433333333,0.9495
YOR223W,YOR223W,15,759782,760660,879,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150",759750,760808.0,45.95,0.9575
YOR227W,HER1,15,762825,766565,3741,+,Verified,"GO:0003674,GO:0005737,GO:0005739,GO:0005840,GO:0007029",762594,766727.0,27.4966666667,0.983
YOR228C,YOR228C,15,766869,767777,909,-,Verified,"GO:0003674,GO:0005739,GO:0005741,GO:0008150",768050,766742.0,23.77,0.9435
YOR229W,WTM2,15,768409,769812,1404,+,Verified,"GO:0003714,GO:0005634,GO:0006974,GO:0010552,GO:0016563,GO:0016566,GO:0040020,GO:0043565",768363,770018.0,14.316666666700002,0.9465
YOR230W,WTM1,15,770800,772113,1314,+,Verified,"GO:0003714,GO:0005634,GO:0006606,GO:0010552,GO:0016563,GO:0016566,GO:0040020",770750,772277.0,50.28,0.9915
YOR231W,MKK1,15,772601,774127,1527,+,Verified,"GO:0004708,GO:0005934,GO:0006468,GO:0007165,GO:0030242",772451,774319.0,25.745,0.9655
YOR232W,MGE1,15,774573,775259,687,+,Verified,"GO:0000774,GO:0001405,GO:0005739,GO:0005759,GO:0030150,GO:0042026",774470,775415.0,19.12,0.965
YOR233W,KIN4,15,775846,778248,2403,+,Verified,"GO:0004674,GO:0005816,GO:0005935,GO:0005938,GO:0006468,GO:0031578",775640,778316.0,12.0433333333,0.9495
YOR234C,RPL33B,15,778555,779405,851,-,Verified,"GO:0003735,GO:0006412,GO:0022625",779438,778478.0,16.4333333333,0.9825
YOR236W,DFR1,15,780906,781541,636,+,Verified,"GO:0004146,GO:0005829,GO:0006760",780893,781612.0,20.9,0.9885
YOR237W,HES1,15,781994,783298,1305,+,Verified,"GO:0005575,GO:0006887,GO:0006897,GO:0008142,GO:0008289,GO:0015248,GO:0015918,GO:0030011",781820,783352.0,38.0,0.9835
YOR238W,YOR238W,15,783677,784588,912,+,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",783677,784680.0,23.195,0.9695
YOR239W,ABP140,15,784857,786744,1888,+,Verified,"GO:0005884,GO:0008757,GO:0030479,GO:0030674,GO:0032432,GO:0043332,GO:0051015,GO:0051017",784800,786952.0,20.46,0.9865
YOR241W,MET7,15,786995,788641,1647,+,Verified,"GO:0004326,GO:0005737,GO:0005739,GO:0006730",787175,788786.0,19.24,0.9455
YOR243C,PUS7,15,790211,792241,2031,-,Verified,"GO:0000455,GO:0005634,GO:0009982,GO:0031119,GO:0031120",792256,790056.0,12.06,0.8795
YOR244W,ESA1,15,792531,793868,1338,+,Verified,"GO:0000183,GO:0004402,GO:0006281,GO:0006354,GO:0006357,GO:0010485,GO:0016573,GO:0032777,GO:0032968,GO:0034401,GO:0035267,GO:0051726",792503,794044.0,22.275,0.879
YOR245C,DGA1,15,794076,795332,1257,-,Verified,"GO:0004144,GO:0005811,GO:0019432,GO:0019915",795529,793962.0,23.96,0.978
YOR246C,YOR246C,15,795801,796793,993,-,Uncharacterized,"GO:0005811,GO:0008150,GO:0016491",796857,795719.0,14.1,0.9695
YOR247W,SRL1,15,797676,798308,633,+,Verified,"GO:0000324,GO:0003674,GO:0005737,GO:0005934,GO:0006139,GO:0009277,GO:0031505",797444,798445.0,18.395,0.969
YOR249C,APC5,15,798674,800731,2058,-,Verified,"GO:0000022,GO:0000070,GO:0004842,GO:0005515,GO:0005680,GO:0006333,GO:0007091,GO:0008054,GO:0016567,GO:0031145",800748,798621.0,15.88,0.9735
YOR250C,CLP1,15,800970,802307,1338,-,Verified,"GO:0003723,GO:0005849,GO:0006378,GO:0006379,GO:0031124",802343,800933.0,13.0366666667,0.937
YOR251C,TUM1,15,802550,803464,915,-,Verified,"GO:0002098,GO:0002143,GO:0004792,GO:0005737",803490,802456.0,20.0366666667,0.9345
YOR252W,TMA16,15,803667,804203,537,+,Verified,"GO:0003674,GO:0005634,GO:0005840,GO:0008150",803636,804305.0,10.5133333333,0.9315
YOR253W,NAT5,15,804377,804907,531,+,Verified,"GO:0004596,GO:0006474,GO:0022626,GO:0031415",804359,805020.0,31.6466666667,0.9425
YOR254C,SEC63,15,805032,807023,1992,-,Verified,"GO:0005739,GO:0005789,GO:0006614,GO:0006620,GO:0008565,GO:0031204,GO:0031207,GO:0046967",807072,804907.0,16.616666666700002,0.888
YOR256C,TRE2,15,808254,810683,2430,-,Verified,"GO:0003674,GO:0005575,GO:0043328",810833,808186.0,20.19,0.9385
YOR258W,HNT3,15,811671,812324,654,+,Verified,"GO:0005634,GO:0005737,GO:0006974,GO:0033699",811664,812414.0,17.575,0.9475
YOR259C,RPT4,15,812395,813708,1314,-,Verified,"GO:0005634,GO:0006511,GO:0008540,GO:0010843,GO:0016887,GO:0030433,GO:0032968,GO:0045732,GO:0070682",813730,812320.0,23.4833333333,0.9085
YOR260W,GCD1,15,813984,815720,1737,+,Verified,"GO:0003743,GO:0005085,GO:0005851,GO:0006446,GO:0032045",813934,815842.0,25.18,0.9135
YOR261C,RPN8,15,815915,816931,1017,-,Verified,"GO:0003674,GO:0006511,GO:0008541,GO:0034515",817025,815839.0,26.9933333333,0.9465
YOR262W,YOR262W,15,817292,818335,1044,+,Verified,"GO:0003674,GO:0005737,GO:0034087",817230,818437.0,17.18,0.945
YOR264W,DSE3,15,818866,820158,1293,+,Verified,"GO:0003674,GO:0005935,GO:0008150",818644,820361.0,17.2833333333,0.967
YOR267C,HRK1,15,822588,824867,2280,-,Verified,"GO:0004672,GO:0004674,GO:0005737,GO:0006873",825025,822392.0,22.805,0.998
YOR269W,PAC1,15,826385,827869,1485,+,Verified,"GO:0005634,GO:0005737,GO:0005881,GO:0030473,GO:0051010",826310,828028.0,10.21,0.983
YOR270C,VPH1,15,828052,830574,2523,-,Verified,"GO:0000220,GO:0000324,GO:0000329,GO:0006461,GO:0006797,GO:0007035,GO:0046961",830746,827926.0,32.03,0.9415
YOR271C,FSF1,15,831059,832042,984,-,Uncharacterized,"GO:0003674,GO:0005739,GO:0008150",832083,830942.0,21.015,0.9435
YOR272W,YTM1,15,832813,834195,1383,+,Verified,"GO:0003674,GO:0005634,GO:0005730,GO:0030687,GO:0042273,GO:0051276,GO:0070545",832740,834275.0,9.523333333330001,0.9555
YOR273C,TPO4,15,834452,836431,1980,-,Verified,"GO:0000296,GO:0000297,GO:0005774,GO:0005886,GO:0015606,GO:0015848",836500,834235.0,49.355,0.998
YOR274W,MOD5,15,837674,838960,1287,+,Verified,"GO:0005634,GO:0005730,GO:0005739,GO:0005829,GO:0006400,GO:0052381",837605,839026.0,16.77,0.997
YOR275C,RIM20,15,839084,841069,1986,-,Verified,"GO:0001403,GO:0003674,GO:0005634,GO:0005737,GO:0006508,GO:0009268,GO:0016485,GO:0030435",841102,838953.0,21.83,0.9295
YOR278W,HEM4,15,842817,843644,828,+,Verified,"GO:0004852,GO:0005575,GO:0006783",842789,843755.0,16.4333333333,0.974
YOR279C,RFM1,15,843698,844630,933,-,Verified,"GO:0000118,GO:0005634,GO:0006342,GO:0030466,GO:0051082",844742,843629.0,16.55,0.923
YOR280C,FSH3,15,844992,845792,801,-,Verified,"GO:0003674,GO:0005575,GO:0008150",845814,844891.0,21.113333333299998,0.938
YOR281C,PLP2,15,846269,847129,861,-,Verified,"GO:0003779,GO:0005737,GO:0006457,GO:0007329,GO:0031683",847158,846167.0,15.92,0.919
YOR283W,YOR283W,15,847453,848145,693,+,Uncharacterized,"GO:0005634,GO:0005737,GO:0016311,GO:0016791",847385,848289.0,14.87,0.9175
YOR284W,HUA2,15,848478,849209,732,+,Verified,"GO:0003674,GO:0005737,GO:0008150",848432,849491.0,16.85,0.9195
YOR287C,RRP36,15,850937,851839,903,-,Verified,"GO:0000462,GO:0000469,GO:0003674,GO:0005730,GO:0030686,GO:0042274",851862,850870.0,4.65,0.9355
YOR288C,MPD1,15,852121,853077,957,-,Verified,"GO:0000324,GO:0003756,GO:0006457,GO:0015035",853115,852038.0,17.38,0.968
YOR289W,YOR289W,15,853357,854112,756,+,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",853357,854168.0,62.0,0.9795
YOR290C,SNF2,15,855147,860258,5112,-,Verified,"GO:0005634,GO:0006302,GO:0008094,GO:0010552,GO:0016251,GO:0016514,GO:0042766,GO:0043044,GO:0045893,GO:0070577",860409,855080.0,27.38,0.9125
YOR291W,YPK9,15,861175,865593,4419,+,Verified,"GO:0000329,GO:0003674,GO:0008150",860991,865659.0,14.7033333333,0.942
YOR292C,YOR292C,15,865653,866582,930,-,Uncharacterized,"GO:0000324,GO:0003674,GO:0008150",866643,865593.0,5.1,0.9855
YOR293W,RPS10A,15,867098,867852,755,+,Verified,"GO:0003735,GO:0006407,GO:0006412,GO:0022627",867072,867994.0,19.95,0.9825
YOR294W,RRS1,15,868340,868951,612,+,Verified,"GO:0000055,GO:0000447,GO:0003674,GO:0005654,GO:0005730,GO:0030687,GO:0042273",868299,869101.0,8.576666666669999,0.975
YOR295W,UAF30,15,869208,869894,687,+,Verified,"GO:0000182,GO:0000500,GO:0003701,GO:0006360",869132,870126.0,14.95,0.9815
YOR296W,YOR296W,15,870202,874071,3870,+,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",870055,874255.0,20.045,0.993
YOR297C,TIM18,15,874743,875321,579,-,Verified,"GO:0001101,GO:0005739,GO:0006915,GO:0006970,GO:0015266,GO:0034599,GO:0042721,GO:0045039,GO:0046685",875348,874615.0,23.485,0.962
YOR299W,BUD7,15,878435,880675,2241,+,Verified,"GO:0000282,GO:0003674,GO:0006893,GO:0030136,GO:0030140,GO:0034044,GO:0034221",878361,880735.0,6.915,0.9975
YOR301W,RAX1,15,880965,882272,1308,+,Verified,"GO:0000282,GO:0003674,GO:0005935,GO:0016021",880948,882583.0,15.7066666667,0.9855
YOR303W,CPA1,15,882899,884134,1236,+,Verified,"GO:0004088,GO:0005951,GO:0006526",882670,884210.0,35.0433333333,0.992
YOR304W,ISW2,15,884514,887876,3363,+,Verified,"GO:0000183,GO:0003697,GO:0005634,GO:0006338,GO:0006348,GO:0008623,GO:0015616,GO:0016584,GO:0046020,GO:0060195",884349,888004.0,17.48,0.9495
YOR305W,RRG7,15,889022,889750,729,+,Verified,"GO:0003674,GO:0005739,GO:0008150",888993,889829.0,9.18,0.9585
YOR306C,MCH5,15,889867,891432,1566,-,Verified,"GO:0005886,GO:0008028,GO:0032217,GO:0032218",891617,889764.0,47.2,0.997
YOR307C,SLY41,15,892731,894092,1362,-,Verified,"GO:0003674,GO:0005783,GO:0006888",894290,892627.0,17.63,0.9575
YOR308C,SNU66,15,894624,896387,1764,-,Verified,"GO:0000398,GO:0000481,GO:0003674,GO:0046540",896412,894332.0,6.043333333330001,0.932
YOR310C,NOP58,15,896825,898360,1536,-,Verified,"GO:0000447,GO:0000472,GO:0000480,GO:0003674,GO:0005730,GO:0030686,GO:0031428,GO:0032040",898394,896569.0,12.65,0.939
YOR311C,DGK1,15,899056,899928,873,-,Verified,"GO:0004143,GO:0006654,GO:0016021,GO:0030176",899976,898848.0,18.1466666667,0.952
YOR312C,RPL20B,15,900250,901194,945,-,Verified,"GO:0003735,GO:0006412,GO:0022625",901265,900169.0,23.046666666700002,0.95
YOR315W,SFG1,15,904760,905800,1041,+,Verified,"GO:0003704,GO:0005634,GO:0005737,GO:0007124,GO:0045944",904674,906137.0,8.503333333330001,0.9995
YOR316C,COT1,15,906236,907555,1320,-,Verified,"GO:0000324,GO:0005385,GO:0005739,GO:0006824,GO:0006829,GO:0006882,GO:0015087,GO:0022890",907697,906113.0,20.8333333333,0.9985
YOR317W,FAA1,15,909343,911445,2103,+,Verified,"GO:0001950,GO:0004467,GO:0005739,GO:0005741,GO:0005811,GO:0015909,GO:0035336",909293,911695.0,41.66,0.9955
YOR319W,HSH49,15,912822,913463,642,+,Verified,"GO:0000398,GO:0003723,GO:0005686,GO:0071004",912819,913596.0,9.32333333333,0.974
YOR320C,GNT1,15,913619,915094,1476,-,Verified,"GO:0005797,GO:0006487,GO:0008375",915197,913524.0,15.413333333299999,0.9735
YOR321W,PMT3,15,916030,918291,2262,+,Verified,"GO:0004169,GO:0005783,GO:0006493",915987,918324.0,24.0233333333,0.9845
YOR322C,LDB19,15,918606,921062,2457,-,Verified,"GO:0005737,GO:0030136,GO:0031625,GO:0070086",921301,918454.0,17.03,0.956
YOR323C,PRO2,15,921535,922905,1371,-,Verified,"GO:0004350,GO:0005634,GO:0005737,GO:0006561",922925,921466.0,33.6833333333,0.9565
YOR324C,FRT1,15,923232,925040,1809,-,Verified,"GO:0003674,GO:0005783,GO:0006950",925188,923098.0,14.52,0.928
YOR326W,MYO2,15,925721,930445,4725,+,Verified,"GO:0000001,GO:0000011,GO:0000131,GO:0000132,GO:0000146,GO:0000329,GO:0005516,GO:0005934,GO:0005935,GO:0007107,GO:0007118,GO:0009826,GO:0016192,GO:0030050,GO:0031475,GO:0031941,GO:0031982,GO:0032432,GO:0043332,GO:0045033,GO:0048313,GO:0051015",925548,930673.0,33.6733333333,0.934
YOR328W,PDR10,15,931803,936497,4695,+,Verified,"GO:0005886,GO:0006855,GO:0042626",933651,936725.0,19.2566666667,0.992
YOR329C,SCD5,15,936731,939349,2619,-,Verified,"GO:0000300,GO:0005634,GO:0006897,GO:0007015,GO:0008157,GO:0009306,GO:0030479,GO:0030866",939393,936489.0,16.82,0.949
YOR330C,MIP1,15,939621,943385,3765,-,Verified,"GO:0003677,GO:0003887,GO:0005739,GO:0006261,GO:0006264,GO:0008408",943429,939501.0,14.323333333299999,0.8855
YOR332W,VMA4,15,943656,944357,702,+,Verified,"GO:0000221,GO:0000329,GO:0007035,GO:0046961",943626,944419.0,54.405,0.879
YOR334W,MRS2,15,944596,946008,1413,+,Verified,"GO:0005739,GO:0005743,GO:0015095,GO:0045016",944597,946104.0,17.09,0.9275
YOR335C,ALA1,15,946233,949109,2877,-,Verified,"GO:0004813,GO:0005737,GO:0005739,GO:0006419,GO:0070143",949227,946101.0,34.3166666667,0.9415
YOR336W,KRE5,15,949773,953870,4098,+,Verified,"GO:0003980,GO:0005783,GO:0006078",949749,954002.0,23.9433333333,0.944
YOR337W,TEA1,15,954344,956623,2280,+,Verified,"GO:0003677,GO:0005634,GO:0006350,GO:0043565",954213,956896.0,5.06,0.988
YOR340C,RPA43,15,959202,960182,981,-,Verified,"GO:0003899,GO:0005736,GO:0042790",960263,959122.0,8.76666666667,0.926
YOR341W,RPA190,15,960987,965981,4995,+,Verified,"GO:0003899,GO:0005730,GO:0005736,GO:0042790",960863,966263.0,16.38,0.932
YOR342C,YOR342C,15,966666,967625,960,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",967983,966587.0,5.976666666669999,0.994
YOR344C,TYE7,15,977194,978069,876,-,Verified,"GO:0000790,GO:0003700,GO:0005634,GO:0006350,GO:0043565,GO:0045821",978202,977012.0,14.3,0.9965
YOR346W,REV1,15,981828,984785,2958,+,Verified,"GO:0000790,GO:0003887,GO:0005657,GO:0005739,GO:0017125,GO:0042276,GO:0070987",981678,984954.0,11.94,0.9495
YOR347C,PYK2,15,984942,986462,1521,-,Verified,"GO:0004743,GO:0005739,GO:0005829,GO:0006090",986568,984883.0,31.675,0.9785
YOR349W,CIN1,15,989789,992833,3045,+,Verified,"GO:0005575,GO:0006457,GO:0048487",989763,992993.0,40.15,0.997
YOR350C,MNE1,15,992864,994855,1992,-,Verified,"GO:0003674,GO:0005739,GO:0008150",994892,992808.0,12.85,0.9745
YOR352W,YOR352W,15,997213,998244,1032,+,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",997139,998323.0,14.5566666667,0.946
YOR353C,SOG2,15,998453,1000828,2376,-,Verified,"GO:0000131,GO:0000920,GO:0003674,GO:0005737,GO:0005933,GO:0007118,GO:0007165,GO:0043332",1000862,998313.0,27.355,0.935
YOR354C,MSC6,15,1001147,1003225,2079,-,Verified,"GO:0003674,GO:0005739,GO:0007131",1003251,1001032.0,16.88,0.9475
YOR355W,GDS1,15,1005137,1006705,1569,+,Verified,"GO:0003674,GO:0005634,GO:0005737,GO:0005739,GO:0009060",1004647,1006897.0,10.26,0.9845
YOR356W,YOR356W,15,1007221,1009116,1896,+,Verified,"GO:0003674,GO:0005739,GO:0008150",1007144,1009233.0,17.55,0.9975
YOR358W,HAP5,15,1010161,1010889,729,+,Verified,"GO:0003677,GO:0005634,GO:0006109,GO:0006350,GO:0016563,GO:0016602",1010126,1011170.0,5.27,0.95
YOR359W,VTS1,15,1011189,1012760,1572,+,Verified,"GO:0000289,GO:0000932,GO:0000956,GO:0003723,GO:0005634,GO:0005829,GO:0032079,GO:0070336",1011050,1013021.0,6.03,0.9305
YOR360C,PDE2,15,1013241,1014821,1581,-,Verified,"GO:0004115,GO:0005634,GO:0005737,GO:0019933",1015054,1013119.0,23.186666666700003,0.948
YOR361C,PRT1,15,1015361,1017652,2292,-,Verified,"GO:0003743,GO:0005737,GO:0005852,GO:0006413,GO:0010494,GO:0043614",1017576,1015276.0,23.9033333333,0.9505
YOR362C,PRE10,15,1017880,1018746,867,-,Verified,"GO:0003674,GO:0005634,GO:0005739,GO:0010499,GO:0019773,GO:0034515,GO:0042175,GO:0043161",1018801,1017698.0,16.345,0.9705
YOR363C,PIP2,15,1020222,1023212,2991,-,Verified,"GO:0003704,GO:0005634,GO:0006631,GO:0007031,GO:0016563,GO:0045941",1023512,1019882.0,19.71,0.9835
YOR367W,SCP1,15,1026007,1026609,603,+,Verified,"GO:0001300,GO:0007015,GO:0030479,GO:0030674,GO:0051015",1025983,1026694.0,25.62,0.9665
YOR368W,RAD17,15,1026843,1028048,1206,+,Verified,"GO:0000077,GO:0003690,GO:0005634,GO:0006302,GO:0007131,GO:0030896",1026813,1028177.0,20.7,0.99
YOR370C,MRS6,15,1029183,1030994,1812,-,Verified,"GO:0004663,GO:0005737,GO:0005968,GO:0006612,GO:0006888,GO:0016020,GO:0017137,GO:0018344,GO:0032858",1031335,1029026.0,19.57,0.951
YOR371C,GPB1,15,1031489,1034182,2694,-,Verified,"GO:0000209,GO:0001403,GO:0004862,GO:0004871,GO:0005737,GO:0005886,GO:0007124,GO:0007165,GO:0010255,GO:0032794,GO:0042326,GO:0042787,GO:0046579,GO:0046580",1034302,1031406.0,6.56,0.9645
YOR372C,NDD1,15,1034807,1036471,1665,-,Verified,"GO:0003713,GO:0005634,GO:0090282",1036564,1034475.0,16.82,0.8875
YOR373W,NUD1,15,1036834,1039389,2556,+,Verified,"GO:0005200,GO:0005816,GO:0010458,GO:0045132",1036769,1039492.0,25.1,0.879
YOR374W,ALD4,15,1039840,1041399,1560,+,Verified,"GO:0004029,GO:0004030,GO:0005739,GO:0006067,GO:0006090,GO:0006740,GO:0019413,GO:0042645",1039781,1041518.0,37.065,0.9965
YOR375C,GDH1,15,1041678,1043042,1365,-,Verified,"GO:0004354,GO:0005625,GO:0005634,GO:0005737,GO:0006537,GO:0019676",1043100,1041591.0,47.32,0.9935
YOR377W,ATF1,15,1046226,1047803,1578,+,Verified,"GO:0004026,GO:0005811,GO:0006113,GO:0006631,GO:0012505,GO:0030636",1046209,1048025.0,22.44,0.988
YOR380W,RDR1,15,1051290,1052930,1641,+,Verified,"GO:0003700,GO:0005634,GO:0009410,GO:0043565",1051078,1053001.0,21.883333333299998,0.979
YOR381W,FRE3,15,1055545,1057680,2136,+,Verified,"GO:0000293,GO:0005886,GO:0006879,GO:0015892,GO:0016021",1055214,1057795.0,29.0,0.996
YOR383C,FIT3,15,1060441,1061055,615,-,Verified,"GO:0003674,GO:0009277,GO:0015891",1061103,1060289.0,60.65,0.986
YOR384W,FRE5,15,1061564,1063648,2085,+,Verified,"GO:0000293,GO:0005739,GO:0008150",1061527,,9.6,0.988
YOR385W,YOR385W,15,1065043,1065915,873,+,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150",1065036,1066199.0,9.595,0.9915
YOR386W,PHR1,15,1066839,1068536,1698,+,Verified,"GO:0000719,GO:0003904,GO:0005634,GO:0005739",1066826,1068762.0,45.0,0.986
YPL274W,SAM3,16,22938,24701,1764,+,Verified,"GO:0000095,GO:0005886,GO:0015489,GO:0015606,GO:0015805,GO:0015847,GO:0015848",22887,24764.0,23.47,0.999
YPL273W,SAM4,16,25087,26064,978,+,Verified,"GO:0005634,GO:0005737,GO:0008898,GO:0019284,GO:0046498,GO:0050667",25015,26168.0,15.566666666700002,0.932
YPL270W,MDL2,16,30482,32803,2322,+,Verified,"GO:0005739,GO:0005743,GO:0006857,GO:0015421,GO:0090374",30460,32903.0,25.36,0.9495
YPL269W,KAR9,16,33013,34947,1935,+,Verified,"GO:0003674,GO:0005816,GO:0005938,GO:0030473,GO:0043332",33014,35094.0,14.146666666700002,0.9555
YPL268W,PLC1,16,35236,37845,2610,+,Verified,"GO:0000775,GO:0000778,GO:0001402,GO:0004435,GO:0009395,GO:0032958,GO:0034501",35181,37891.0,17.94,0.9635
YPL267W,ACM1,16,38169,38798,630,+,Verified,"GO:0005634,GO:0005737,GO:0051436,GO:0055105",38155,38866.0,22.165,0.938
YPL266W,DIM1,16,39121,40077,957,+,Verified,"GO:0000154,GO:0000179,GO:0005730,GO:0006364,GO:0030686",39075,40151.0,9.87333333333,0.927
YPL265W,DIP5,16,41043,42869,1827,+,Verified,"GO:0005886,GO:0006865,GO:0015171",40948,43185.0,23.605,0.993
YPL263C,KEL3,16,44551,46506,1956,-,Verified,"GO:0003674,GO:0005737,GO:0008150",46529,44474.0,15.7233333333,0.9875
YPL262W,FUM1,16,47336,48802,1467,+,Verified,"GO:0004333,GO:0005739,GO:0005759,GO:0005829,GO:0006099,GO:0006106",47373,48844.0,52.355,0.986
YPL260W,YPL260W,16,49303,50958,1656,+,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",49214,51140.0,35.5566666667,0.9435
YPL259C,APM1,16,51244,52671,1428,-,Verified,"GO:0006896,GO:0016192,GO:0030121,GO:0030276",52685,51043.0,16.293333333299998,0.9335
YPL258C,THI21,16,53498,55153,1656,-,Verified,"GO:0005575,GO:0008902,GO:0008972,GO:0009228",55437,53397.0,24.6,0.9975
YPL256C,CLN2,16,64977,66614,1638,-,Verified,"GO:0000079,GO:0000307,GO:0000321,GO:0005634,GO:0005737,GO:0016538",66790,64748.0,16.215,0.986
YPL255W,BBP1,16,67725,68882,1158,+,Verified,"GO:0005200,GO:0005816,GO:0007020,GO:0007103",67704,69113.0,15.875,0.951
YPL254W,HFI1,16,69485,70951,1467,+,Verified,"GO:0000124,GO:0003712,GO:0003713,GO:0005671,GO:0006366,GO:0016568,GO:0016573,GO:0046695",69245,71021.0,8.64,0.93
YPL253C,VIK1,16,71063,73006,1944,-,Verified,"GO:0003777,GO:0005816,GO:0005871,GO:0007017,GO:0007064",73048,70971.0,11.653333333299999,0.961
YPL252C,YAH1,16,73363,73881,519,-,Verified,"GO:0005759,GO:0006744,GO:0006784,GO:0016226,GO:0016653",73926,73262.0,12.63,0.978
YPL249C-A,RPL36B,16,75699,76239,541,-,Verified,"GO:0003723,GO:0003735,GO:0006412,GO:0022625",76254,75553.0,20.355,0.9835
YPL249C,GYP5,16,76669,79353,2685,-,Verified,"GO:0000131,GO:0005097,GO:0005624,GO:0005625,GO:0005798,GO:0005829,GO:0005886,GO:0005934,GO:0005935,GO:0006888,GO:0016192",79381,76620.0,28.85,0.982
YPL247C,YPL247C,16,82625,84196,1572,-,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",84294,82510.0,91.0,0.974
YPL246C,RBD2,16,84509,85297,789,-,Verified,"GO:0003674,GO:0005794,GO:0008150,GO:0030137",85338,84405.0,19.436666666700003,0.955
YPL245W,YPL245W,16,85586,86950,1365,+,Uncharacterized,"GO:0003674,GO:0005634,GO:0005737,GO:0008150",85529,87011.0,15.73,0.96
YPL244C,HUT1,16,87014,88033,1020,-,Verified,"GO:0005459,GO:0005575,GO:0015785,GO:0015786",88056,86918.0,13.0433333333,0.956
YPL243W,SRP68,16,88517,90316,1800,+,Verified,"GO:0005048,GO:0005786,GO:0006617,GO:0045047",88428,90385.0,11.906666666700001,0.9515
YPL242C,IQG1,16,90622,95109,4488,-,Verified,"GO:0000142,GO:0000910,GO:0006970,GO:0007015,GO:0008092",95172,90472.0,24.225,0.967
YPL241C,CIN2,16,95372,96258,887,-,Verified,"GO:0005096,GO:0005575,GO:0006457",96267,95301.0,17.005,0.9875
YPL240C,HSP82,16,96496,98625,2130,-,Verified,"GO:0005737,GO:0006458,GO:0006626,GO:0006950,GO:0006970,GO:0032212,GO:0042026,GO:0042623,GO:0043248,GO:0051082",98682,96378.0,13.135,0.9915
YPL239W,YAR1,16,99484,100086,603,+,Verified,"GO:0003674,GO:0005737,GO:0006970,GO:0034599,GO:0042274",99407,100253.0,10.19,0.978
YPL237W,SUI3,16,100496,101353,858,+,Verified,"GO:0003743,GO:0005840,GO:0005850,GO:0006413,GO:0043614",100454,101466.0,22.7366666667,0.957
YPL236C,YPL236C,16,101608,102702,1095,-,Uncharacterized,"GO:0000329,GO:0004674,GO:0008150",102972,101468.0,18.0133333333,0.9175
YPL235W,RVB2,16,103232,104647,1416,+,Verified,"GO:0000812,GO:0005634,GO:0006338,GO:0006357,GO:0006364,GO:0016074,GO:0016585,GO:0016887,GO:0031011,GO:0043140,GO:0070209",103137,104717.0,17.0233333333,0.9185
YPL233W,NSL1,16,106172,106822,651,+,Verified,"GO:0000776,GO:0000818,GO:0000922,GO:0003674,GO:0007059",106108,106863.0,15.3,0.971
YPL232W,SSO1,16,107275,108147,873,+,Verified,"GO:0000329,GO:0001950,GO:0005484,GO:0005546,GO:0005628,GO:0005886,GO:0006893,GO:0006944,GO:0030437,GO:0031201,GO:0031321,GO:0043325,GO:0070300,GO:0080025",106979,108230.0,20.52,0.9765
